Datetime,EU-AUT,EU-BEL,EU-BGR,EU-BIH,EU-CHE,EU-CYP,EU-CZE,EU-DEU,EU-DNK,EU-EST,EU-ESP,EU-FIN,EU-FRA,EU-GRC,EU-HRV,EU-HUN,EU-IRL,EU-ISL,EU-ITA,EU-LTU,EU-LUX,EU-LVA,EU-MKD,EU-MNE,EU-NLD,EU-NOR,EU-POL,EU-PRT,EU-ROU,EU-SRB,EU-SWE,EU-SVN,EU-SVK,EU-GBR,SA-CHL,AF-ZAF,NA-PAN,NA-MEX,SA-PER,SA-URY,SA-ARG,EU-GEO,OC-NZL,AS-MYS,AS-OMN,EU-UKR,AS-TUR,AS-SGP,NA-CAN,NA-CAN-QC,NA-CAN-SK,NA-CAN-ON,NA-CAN-NO,NA-CAN-MB,NA-CAN-NL,NA-CAN-BC,NA-CAN-AR,NA-CAN-AB,NA-USA,NA-USA-AZ,NA-USA-CA,NA-USA-ER,NA-USA-FR,NA-USA-ME,NA-USA-MW,NA-USA-NE,NA-USA-NW,NA-USA-NY,NA-USA-RE,NA-USA-RM,NA-USA-RW,NA-USA-RA,NA-USA-SN,NA-USA-SS,NA-USA-SC,NA-USA-SA,NA-USA-SW,NA-USA-SE,NA-USA-SV,NA-USA-GU,NA-USA-HA,NA-USA-PR,NA-USA-AK,AS-IND,AS-IND-EA,AS-IND-NE,AS-IND-NO,AS-IND-SO,AS-IND-WE,SA-BRA,SA-BRA-CN,SA-BRA-SO,SA-BRA-NE,SA-BRA-SE,SA-BRA-CW,SA-BRA-NW,SA-BRA-WE,AS-JPN,AS-JPN-HO,AS-JPN-OK,AS-JPN-TO,AS-JPN-CE,AS-JPN-SH,AS-JPN-KY,OC-AUS,OC-AUS-WA,OC-AUS-QL,OC-AUS-SA,OC-AUS-SW,OC-AUS-VI,OC-AUS-TA,OC-AUS-NT,AS-CHN,AS-CHN-HK,AS-CHN-MA,AS-CHN-AN,AS-CHN-BE,AS-CHN-CH,AS-CHN-FU,AS-CHN-GA,AS-CHN-GD,AS-CHN-GX,AS-CHN-GU,AS-CHN-HA,AS-CHN-HB,AS-CHN-HJ,AS-CHN-HE,AS-CHN-HU,AS-CHN-HN,AS-CHN-WM,AS-CHN-EM,AS-CHN-JS,AS-CHN-JX,AS-CHN-JI,AS-CHN-LI,AS-CHN-NI,AS-CHN-QI,AS-CHN-SI,AS-CHN-SD,AS-CHN-SH,AS-CHN-SX,AS-CHN-SC,AS-CHN-TJ,AS-CHN-TI,AS-CHN-XI,AS-CHN-YU,AS-CHN-ZH,AS-RUS,AS-RUS-CE,AS-RUS-SO,AS-RUS-MV,AS-RUS-NW,AS-RUS-UR,AS-RUS-SI,AS-RUS-FE,AF-AGO,AF-BDI,AF-BEN,AF-BFA,AF-BWA,AF-CAF,AF-CIV,AF-CMR,AF-COD,AF-COG,AF-CPV,AF-DJI,AF-DZA,AF-EGY,AF-ERI,AF-ESH,AF-ETH,AF-GAB,AF-GHA,AF-GIN,AF-GMB,AF-GNB,AF-GNQ,AF-KEN,AF-LBR,AF-LBY,AF-LSO,AF-MAR,AF-MDG,AF-MLI,AF-MOZ,AF-MRT,AF-MUS,AF-MWI,AF-NAM,AF-NER,AF-NGA,AF-RWA,AF-SDN,AF-SEN,AF-SLE,AF-SOM,AF-SWZ,AF-TCD,AF-TGO,AF-TUN,AF-TZA,AF-UGA,AF-ZMB,AF-ZWE,AS-AFG,AS-ARE,AS-BGD,AS-BHR,AS-BRN,AS-BTN,AS-IDN,AS-IRN,AS-IRQ,AS-ISR,AS-JOR,AS-KAZ,AS-KGZ,AS-KHM,AS-KOR,AS-KWT,AS-LAO,AS-LBN,AS-LKA,AS-MMR,AS-MNG,AS-NPL,AS-PAK,AS-PHL,AS-PRK,AS-QAT,AS-SAU,AS-SYR,AS-THA,AS-TJK,AS-TKM,AS-TLS,AS-TWN,AS-UZB,AS-VNM,AS-YEM,EU-ALB,EU-ARM,EU-AZE,EU-BLR,EU-KOS,EU-MDA,EU-MLT,NA-BLZ,NA-CRI,NA-CUB,NA-DOM,NA-GTM,NA-HND,NA-HTI,NA-JAM,NA-NIC,NA-SLV,NA-TTO,OC-ATA,OC-FJI,OC-PNG,SA-BOL,SA-COL,SA-ECU,SA-GUF,SA-GUY,SA-PRY,SA-SUR,SA-VEN
04/06/2015 01:00,6330,8849,3195,1086,6082,371,6786,52690,3430,779,28557,7743,45377,5301,1659,4384,2731,2061,30019,1000,793,551,678,294,11110,11875,14774,5614,5749,2990,12618,1484,2823,31620,7303,27972,1343,35129,6274,1716,19880,800,5787,17719,4975,13540,24224,6436,65396,20409,2874,17633,101,2438,1424,7511,3187,9818,563101,22760,37067,59401,34759,3049,24851,15748,32628,18972,32359,13422,68134,8690,9173,24364,27525,26274,16367,44210,38778,204,1230,2375,673,159175,17176,1837,56009,39556,44580,71066,6437,12008,11774,34302,6490,293,145,173723,5143,1424,73416,72193,5537,16010,32567,4596,6940,1988,9996,6808,1786,454,678759,7346,776,20262,11192,11471,24299,13863,67583,15645,14210,3506,41260,11207,37098,22038,19450,15806,15934,64660,13439,8677,24002,10904,7443,14537,64907,16836,20814,22937,9785,458,27585,17231,44377,94807,27171,10509,11671,9570,28576,22799,3431,861,30,123,234,290,20,714,761,671,215,47,59,8420,19708,34,13,777,232,833,62,31,35,44,849,28,4503,105,3785,159,383,1099,139,282,118,293,148,3036,55,1486,457,28,41,156,294,121,1755,573,332,1018,819,943,18219,8022,3930,579,274,28153,33474,10542,4576,2084,11396,1473,736,68172,9257,755,1854,1413,1955,750,772,13201,10569,1540,5495,43255,1565,24607,1375,2138,17,28360,5866,19153,563,690,598,2466,3620,500,593,221,63,1338,3114,2420,1516,1340,167,618,688,977,1342,1,94,544,1232,9968,3910,40,118,1520,279,15947
04/06/2015 02:00,6177,8520,3040,1034,6001,357,6626,51104,3358,753,27410,7553,42973,5171,1574,4154,2537,2087,28810,992,804,536,630,275,10742,11767,14236,5289,5665,2719,12533,1457,2751,30712,7431,26079,1308,37413,6223,1625,18503,817,5639,18655,4608,13584,23662,6699,62125,18926,2767,16470,100,2347,1358,7438,3002,9718,550962,21831,36790,57267,32826,3042,24884,15226,32172,17503,31982,12761,67613,8567,8880,23369,27604,25932,15971,44467,37805,209,1239,2154,667,160567,17299,1835,56014,40435,44964,66271,6376,10861,11409,31591,6134,295,146,178220,5210,1455,75209,74070,5716,16559,31632,4579,6789,1973,9498,6672,1692,430,721181,7634,806,21039,11618,11911,25240,14716,70179,16593,15094,3722,42848,11416,38530,22890,20207,16775,16552,67163,13952,8840,24920,11550,7963,15423,67406,17481,21605,24334,10157,490,29531,18284,46076,93530,25116,9380,10591,9405,28107,21914,3062,891,31,125,215,311,20,702,790,691,194,45,61,8523,20539,37,12,999,236,816,61,30,34,45,1024,27,4669,107,3665,170,378,1206,137,304,125,308,150,3089,54,1543,451,27,42,164,299,119,1759,615,355,1096,863,966,19107,8167,4110,605,279,28829,32285,11042,4494,2170,11710,1535,753,68475,9689,764,1939,1649,1997,758,784,13121,10634,1522,5757,41589,1642,25132,1467,2261,18,29202,6226,19359,597,721,644,2638,3743,455,606,225,66,1380,2954,2099,1607,1454,157,573,747,1019,1220,1,93,536,1029,8868,3599,39,99,1206,277,14077
04/06/2015 03:00,5977,8419,3030,1006,5869,344,6479,50815,3355,732,26878,7448,41157,5140,1537,4088,2388,2074,28520,973,798,512,609,266,10615,11773,13955,5237,5619,2620,12473,1410,2750,30194,8059,25186,1212,39742,6018,1466,16828,888,5658,19458,4570,14430,23894,6838,59071,17712,2856,15010,98,2321,1291,7388,2820,9576,526293,21097,36875,55550,29838,2872,24183,13690,31842,15871,29547,11740,64164,8492,8332,22306,26720,25174,15027,43687,35018,213,1238,1975,662,161951,18018,1780,55910,40557,45661,61015,6179,9667,10800,28855,5649,292,145,173398,4997,1424,73554,71318,5600,16506,31100,4517,6714,1857,9188,6798,1614,411,749462,7778,822,21427,11833,12133,25712,15287,71477,17221,15681,3866,43655,10837,39254,23320,20585,17426,16862,68426,14212,8387,25380,11992,8447,16014,68674,17809,22002,25263,10344,520,31370,18988,46939,92673,22694,8500,9859,8812,26877,21041,2937,942,34,131,195,340,21,716,834,733,181,45,62,8823,21716,39,11,1202,247,835,62,31,35,47,1122,28,4907,110,3646,183,384,1326,139,323,135,330,156,3230,55,1626,457,28,43,175,310,121,1709,660,379,1185,926,983,19907,8259,4307,628,282,29059,32130,11592,4196,2293,11949,1567,758,64988,10165,766,2060,1762,2008,759,793,13986,10579,1495,6045,42218,1752,25273,1536,2358,18,29525,6506,19396,634,764,686,2794,3876,438,625,236,62,1312,2673,1873,1498,1370,127,484,709,954,1119,1,94,529,902,7861,3118,38,87,1001,268,12718
04/06/2015 04:00,5865,8457,3010,1012,5623,344,6395,51150,3681,756,26739,7743,41192,5188,1525,4080,2315,2072,28894,1007,765,532,619,256,10607,11777,13207,5099,5664,2605,12356,1434,2754,29543,9099,24748,1126,39473,5538,1291,15621,1012,5962,19552,4658,15648,26303,6845,56686,16747,2875,13997,97,2170,1232,7418,2671,9478,493784,19516,37891,51033,26831,2679,22734,12249,31697,14707,26941,10925,59775,8212,7610,20851,24463,23622,13951,42206,31882,216,1228,1856,665,164443,18775,1607,56047,41169,46818,57009,6038,8851,10455,26581,5160,283,140,180335,5247,1445,75589,75178,5875,17001,31134,4547,6748,1672,9021,7151,1592,405,763604,7375,779,20340,11233,11515,24393,15576,67843,17539,15975,3939,41415,10796,37239,22124,19525,17752,15995,64909,13491,8355,24092,12218,8770,16313,65155,16899,20893,25730,9822,541,32594,19343,44543,92652,21200,7847,9608,8318,26075,20384,2726,1006,37,141,181,371,22,752,889,788,175,45,64,9256,23006,41,10,1154,263,885,65,32,36,50,1158,29,5170,113,3597,194,399,1443,144,337,145,357,165,3433,58,1716,475,29,44,186,326,127,1707,701,402,1272,995,995,20532,8295,4486,648,283,28960,33363,12088,4274,2429,12094,1571,755,68495,10592,765,2192,1796,1994,755,798,14892,10474,1473,6305,44212,1873,25135,1573,2422,18,27962,6692,19311,667,813,716,2912,3997,435,645,251,52,1163,2452,1751,1262,1144,106,422,598,821,1055,1,96,527,848,6898,2783,37,82,908,262,12002
04/06/2015 05:00,5878,8810,3083,1048,5817,344,6604,51200,3881,875,26920,8554,43015,5372,1405,4310,2302,2079,29233,1195,801,634,619,263,10716,12074,12632,5113,5613,2695,12762,1531,2830,28817,9763,24553,1078,37570,5274,1173,14868,1116,6657,19369,4793,16281,30068,6764,54416,16318,2738,13363,93,2023,1208,6994,2614,9065,460970,17644,36893,45927,24287,2558,21457,11271,30642,13994,24961,10395,56017,7668,7017,19176,22447,21927,12820,40397,29732,219,1213,1777,628,166863,19117,1612,56890,41529,47687,54935,5894,8410,10338,25428,4753,277,137,181765,5243,1455,76190,75695,5927,17255,31596,4630,6904,1610,9002,7424,1616,411,724009,7346,776,20262,11191,11471,24299,14773,67583,16657,15152,3736,41260,10858,37098,22038,19450,16840,15934,64661,13439,8404,24002,11593,8935,15483,64905,16835,20814,24428,9785,551,33203,18354,44376,94314,20444,7678,9461,8061,25291,19925,2727,1074,40,151,176,400,23,803,945,848,172,47,65,9732,24170,43,10,1221,281,957,69,34,38,53,1231,31,5406,116,3570,202,421,1545,152,344,154,385,174,3655,61,1798,501,31,45,197,345,135,1886,731,418,1348,1056,1000,20956,8291,4625,666,281,28721,34818,12473,4643,2552,12146,1554,748,69897,10927,761,2311,1816,1971,749,800,15675,10392,1467,6507,46429,1983,24882,1580,2453,18,29743,6780,19178,693,862,731,2985,4085,450,663,268,45,1056,2325,1671,1099,987,100,397,518,726,1011,1,104,531,810,6380,2617,36,78,843,255,11493
04/06/2015 06:00,6273,9682,3386,1235,6262,393,7742,53905,4503,1025,28112,9073,48706,6080,1397,5063,2283,2105,32930,1398,859,767,670,297,11775,13184,12709,4955,5981,3167,14300,1778,3153,29555,9999,24825,1041,35686,4986,1111,14580,1149,6770,20092,4903,17093,33466,6863,52495,16175,2563,12903,89,1927,1188,6415,2570,8663,433916,15866,34473,41624,22613,2447,20449,10774,28514,13579,23913,10146,53639,7002,6616,17873,20848,20768,12057,38698,28499,220,1187,1750,575,169127,19494,1604,58176,42088,47734,53643,5737,8185,10171,24804,4547,270,134,180395,5181,1455,75547,75020,5906,17286,32272,4776,7141,1606,9172,7508,1649,420,721181,7389,780,20376,11253,11537,24439,14716,67967,16593,15094,3722,41493,10878,37310,22167,19562,16775,16026,65033,13515,8419,24138,11549,8478,15423,65279,16931,20933,24334,9841,522,31492,18285,44627,98168,19991,7292,9142,7789,25149,19861,2590,1134,42,160,173,421,25,859,994,902,170,50,65,10160,25075,44,10,1270,297,1036,73,36,40,57,1231,33,5590,118,3815,206,444,1656,160,344,161,410,183,3855,66,1861,529,34,46,205,361,145,2234,749,427,1405,1101,1000,21170,8269,4719,681,279,28538,36356,12729,5112,2645,12128,1526,743,69666,11152,758,2401,1716,1953,744,799,15710,10386,1480,6643,48127,2066,24684,1562,2459,19,29949,6793,19073,710,904,732,3011,4131,530,676,283,42,1013,2236,1644,1033,929,95,379,489,682,997,1,119,540,797,6083,2503,36,77,820,249,11320
04/06/2015 07:00,6839,10609,3655,1432,6961,464,8383,58441,5372,1155,30058,9392,53421,6710,1575,5503,2512,2156,39417,1521,948,885,732,346,13525,14469,13506,5211,6659,3688,15803,1954,3360,35198,10087,25825,1014,34254,4770,1103,14557,1154,6566,20396,5067,17167,34208,6863,51567,16089,2556,12699,87,1888,1194,6014,2583,8460,415045,14570,32223,38884,21427,2386,19712,10522,26408,13388,23287,10004,52143,6728,6421,16924,20082,19898,11515,37375,27776,220,1134,1782,539,167535,19369,1611,58079,40895,47547,53052,5621,8114,10091,24531,4436,263,130,179731,5160,1455,75199,74534,5864,17518,34468,5207,7654,1726,9930,7762,1746,444,725424,7404,782,20415,11274,11559,24486,14801,68097,16688,15181,3744,41574,10898,37379,22209,19600,16872,16056,65158,13541,8434,24183,11614,8447,15512,65403,16964,20972,24474,9858,520,31370,18388,44712,104427,19031,7260,8979,7628,24862,19559,2682,1178,43,167,171,432,26,909,1030,941,172,53,66,10494,25672,44,10,1335,308,1108,77,38,42,59,1259,35,5713,119,4373,207,465,1801,167,340,165,428,189,4002,69,1904,554,36,46,209,373,153,2487,753,428,1441,1125,998,21222,8252,4766,690,277,28552,37604,12852,5595,2705,12081,1499,743,69573,11265,758,2455,1751,1951,743,796,15972,10473,1507,6709,49179,2119,24666,1526,2453,19,29702,6773,19050,718,936,723,3004,4135,617,683,293,40,989,2206,1676,986,889,94,374,469,653,1015,1,131,561,811,5926,2464,35,78,845,244,11520
04/06/2015 08:00,7167,11188,3939,1530,7449,518,8712,62452,5648,1203,32098,9423,55861,7278,1713,5591,3078,2213,45505,1579,1033,943,800,372,14779,14751,14408,6052,7072,3879,16230,1990,3480,41744,10090,28934,997,33223,4710,1125,14881,1163,6256,20384,5154,17207,34848,6865,51571,16150,2511,12999,85,1874,1230,5738,2666,8319,403797,13727,30471,36901,20752,2367,19433,10493,24842,13552,23066,10138,51648,6656,6273,16211,19398,19274,11426,36427,27468,218,1063,1866,514,168438,19264,1485,58394,41038,48222,52790,5527,8141,9766,24643,4387,258,128,172181,5109,1413,71982,71086,5590,17001,37617,5471,8256,2005,11350,8153,1899,483,726837,7418,784,20454,11295,11580,24533,14829,68225,16717,15211,3751,41653,10898,37450,22251,19637,16905,16087,65282,13567,8434,24227,11635,8494,15541,65524,16994,21011,24520,9876,523,31553,18424,44798,109422,19163,7087,9129,7590,24626,19463,2657,1201,43,171,173,434,26,947,1049,962,179,56,66,10717,25953,44,11,1342,314,1179,80,40,44,60,1267,37,5772,119,4757,204,482,1963,172,335,166,437,194,4083,72,1925,574,37,46,209,382,159,2609,749,423,1454,1127,997,21198,8258,4776,693,277,28802,38618,12873,5973,2731,12045,1480,750,68045,11290,762,2471,1814,1967,746,791,16200,10625,1538,6723,50221,2139,24866,1483,2449,18,29801,6761,19129,719,954,710,2982,4110,648,684,299,40,993,2240,1760,971,875,96,382,462,643,1063,1,129,650,850,5889,2510,34,82,911,239,12052
04/06/2015 09:00,7442,11496,4059,1551,7626,540,8876,64904,5351,1200,33725,9479,57548,7526,1844,5738,3551,2231,48011,1589,1091,950,842,385,15270,14665,14958,6862,7230,4014,16168,1983,3569,43374,10040,33209,988,32600,4623,1201,16081,1134,5785,19820,5511,17205,33477,6805,53163,17085,2526,13522,85,1885,1293,5656,2826,8286,400974,13164,29407,35676,20844,2414,19587,10805,24142,14204,23526,10807,52570,6556,6299,15840,19187,18911,11412,34274,28098,215,993,1986,507,168556,19266,1610,57577,41029,49040,51925,5245,8364,9269,24387,4407,253,125,172125,5327,1392,72509,70590,5569,16738,38130,5259,8426,2294,11730,8086,1861,473,728252,7418,784,20454,11295,11580,24533,14857,68225,16748,15240,3758,41652,10737,37450,22251,19638,16937,16087,65282,13567,8308,24227,11657,8510,15570,65524,16994,21011,24567,9877,524,31614,18458,44797,114143,20222,7432,9760,7783,25126,19711,2959,1204,43,172,179,429,26,968,1052,966,201,58,66,10825,25994,44,12,1306,315,1259,82,41,45,60,1215,38,5782,119,5066,201,493,2125,176,330,164,439,196,4098,74,1929,587,38,46,207,387,163,2625,740,417,1447,1114,999,21189,8292,4770,687,278,29211,39086,12847,6283,2730,12051,1474,760,66712,11275,767,2462,1794,1997,752,784,16745,10781,1578,6712,51571,2136,25224,1440,2458,17,29006,6786,19286,716,959,699,2965,4074,671,680,299,40,1024,2332,1880,989,890,100,401,470,655,1131,1,113,746,905,6062,2630,32,88,1005,228,12809
04/06/2015 10:00,7651,11634,4039,1549,7792,546,8845,66782,5202,1201,35238,9517,58396,7789,1923,5834,3682,2246,48832,1583,1115,947,853,396,15321,14543,15174,7036,7293,4070,16302,2010,3549,42952,9669,33713,1012,32207,4779,1404,18106,1134,5143,18737,6018,17289,34058,6579,56231,18698,2504,14625,85,1954,1393,5559,3100,8313,409515,12886,28663,35494,22079,2544,20309,11670,23689,15837,25199,11899,55556,6521,6560,15688,19644,18860,11790,31289,30015,212,934,2117,498,164616,19136,1521,54423,40385,49125,52120,5095,8403,9552,24404,4360,240,119,167304,5168,1466,69957,68544,5474,16696,36968,4978,8335,2260,11394,7725,1814,461,728252,7303,771,20148,11127,11404,24160,14857,67189,16748,15240,3758,41024,10737,36881,21913,19339,16937,15842,64295,13364,8308,23865,11657,8526,15570,64535,16743,20697,24566,9731,525,31673,18458,44132,114871,22420,8224,10815,8356,25856,20469,3222,1192,42,171,201,421,26,974,1042,956,231,59,66,10845,25926,44,14,1244,311,1343,82,41,45,60,1177,38,5770,118,5127,198,499,2266,178,328,161,434,196,4065,74,1925,594,38,46,204,388,164,2648,734,412,1426,1095,1003,21256,8341,4767,684,280,29692,39413,12831,6511,2717,12106,1478,771,66745,11268,773,2440,1722,2028,759,776,16949,11123,1860,6706,51946,2123,25597,1401,2482,17,28717,6855,19458,714,952,696,2968,4045,681,675,296,43,1079,2463,2012,1037,932,107,428,490,687,1205,1,93,762,965,6286,2801,32,94,1108,221,13638
04/06/2015 11:00,7772,11707,4106,1610,8036,544,8937,68284,5065,1184,35934,9547,59548,7940,1995,5918,3717,2247,49298,1561,1079,916,864,398,15324,14381,15149,7197,7331,4106,16209,2104,3561,42060,9662,33759,1051,32494,5052,1486,18358,1130,4678,18421,6168,17348,34853,6376,59647,19914,2509,16223,86,2137,1469,5639,3302,8368,428864,12984,28325,36983,23680,2799,21749,13468,23659,17468,28076,13024,59402,6597,6944,15964,20799,19296,12605,28698,32865,202,894,2235,505,154590,17972,1665,48871,38183,47904,55170,5221,8909,10024,26039,4364,233,116,156919,4781,1434,65738,64199,5126,15641,35557,4557,8244,2160,11042,7342,1765,449,716939,7303,771,20148,11127,11404,24160,14629,67190,16498,15005,3700,41025,11082,36883,21912,19339,16678,15842,64292,13364,8580,23865,11486,8526,15333,64535,16742,20697,24197,9732,525,31673,18180,44132,115110,24512,9119,11781,9072,26970,21327,3314,1172,42,170,231,415,26,967,1025,940,234,60,66,10825,25885,44,14,1203,307,1423,82,40,45,59,1224,37,5762,117,5224,197,500,2368,179,331,159,425,196,4014,73,1923,595,38,46,201,387,163,2524,733,410,1395,1080,1009,21411,8386,4782,675,283,31817,39151,12866,6663,2708,12194,1486,814,66052,11303,786,2424,1657,2081,768,767,16638,12252,2127,6726,51751,2113,26620,1366,2514,18,28837,6948,19719,716,937,702,2995,4037,687,671,292,45,1149,2607,2131,1106,990,114,458,520,732,1272,1,80,674,1020,6511,2989,32,99,1201,226,14386
04/06/2015 12:00,7392,11479,4090,1631,7761,544,9026,67777,4945,1212,36478,9421,59903,7974,1995,5956,3738,2242,47193,1574,1043,939,868,403,15128,14236,15087,7324,7443,4117,16049,2116,3596,41749,9607,33083,1113,34143,5314,1550,18882,1128,4317,19274,5901,17360,34370,6404,61406,20222,2641,16786,90,2361,1434,5854,3212,8806,452448,13180,28885,39794,25553,3014,23420,14780,24389,18441,30329,13725,63536,6849,7386,16520,22406,19935,13774,28183,34680,190,870,2323,524,148967,17603,1978,44240,37953,47207,57906,5289,9408,10290,27638,4656,239,118,147445,4430,1361,61562,60781,4736,14576,33225,4111,7776,2011,10351,6838,1706,434,716939,7548,797,20804,11488,11778,24958,14629,69392,16498,15005,3700,42371,11124,38097,22637,19979,16678,16366,66408,13796,8613,24644,11486,8398,15333,66650,17287,21364,24197,10045,517,31186,18182,45565,114838,26837,9817,12655,9821,28357,22143,3367,1151,42,168,234,414,26,956,1005,925,234,60,66,10813,25966,45,14,1219,303,1497,81,40,45,58,1239,37,5779,117,4932,199,500,2415,178,337,158,415,196,3973,72,1929,594,37,46,200,387,161,2524,740,413,1359,1076,1013,21609,8457,4816,643,285,34413,38744,12960,6675,2713,12281,1564,933,63692,11385,830,2424,2159,2351,797,757,15854,12892,2003,6775,50857,2116,28098,1334,2540,18,27480,7115,20770,722,918,715,3037,4054,688,670,288,49,1223,2736,2219,1181,1055,121,485,552,781,1323,1,75,544,1059,7157,3158,33,103,1272,230,14947
04/06/2015 13:00,7281,11442,4141,1637,7836,530,8949,65707,4635,1201,36780,9371,58774,7629,1920,5911,3796,2251,47176,1545,1116,935,873,400,15189,14231,15267,7047,7494,4137,15931,2042,3553,41272,9481,33121,1271,35062,5445,1592,19138,1133,4097,19451,5210,17298,34081,6331,62533,20004,2787,16862,96,2466,1397,6444,3110,9368,472272,13849,29926,41739,27891,3165,24504,15237,26048,19063,31400,14413,66910,7082,7705,17208,23880,20902,14771,27167,35582,178,864,2373,578,158308,21441,2450,46561,41653,46200,59998,5270,9961,10371,28884,4942,242,120,140204,4256,1266,59031,57670,4366,13616,30913,3754,7278,1807,9751,6328,1591,405,740979,7577,800,20882,11531,11823,25052,15115,69656,17029,15504,3823,42530,10676,38240,22721,20055,17231,16428,66661,13848,8260,24737,11858,8398,15838,66903,17351,21442,24987,10082,517,31186,18775,45734,114666,27640,10079,12583,10128,29101,22678,3301,1135,42,168,234,418,26,948,987,917,229,60,66,10844,26190,45,14,1233,302,1560,81,39,45,58,1235,36,5824,117,4872,202,500,2396,178,353,160,407,197,3964,71,1945,594,37,46,202,389,159,2570,752,420,1322,1085,1017,21760,8958,4860,586,285,34717,38108,13084,6658,2735,12412,1827,995,61175,11492,856,2444,2169,2555,816,784,14924,12042,1571,6840,49858,2135,28334,1481,2600,17,25870,7871,21498,731,899,729,3077,4092,691,672,287,52,1288,2833,2268,1249,1113,126,505,582,826,1352,1,70,465,1079,7804,3281,32,105,1315,229,15273
04/06/2015 14:00,7115,11355,4118,1682,7787,525,8869,64188,4460,1185,35984,9294,58159,7242,1832,5911,3715,2203,48399,1520,1084,910,857,398,15099,14219,15081,7304,7427,4052,15795,2014,3524,40447,8893,32572,1359,36482,5717,1617,19061,1112,3945,19080,4476,17143,33054,6193,63776,19992,2869,16974,99,2497,1381,7211,3064,9689,491902,14775,31259,44379,30556,3218,25100,15458,28180,19484,31847,15014,69568,7459,8056,17855,25065,22156,15551,26443,36489,168,882,2385,646,164006,21862,2363,47992,43002,48773,61070,5312,10232,10477,29433,5165,241,120,130039,4057,1223,54569,53768,4039,12382,29808,3531,6899,1825,9258,6429,1490,378,743807,7259,767,20032,11064,11337,24019,15173,66799,17093,15563,3837,40787,9886,36667,21785,19224,17295,15750,63926,13287,7651,23728,11902,8672,15898,64161,16647,20577,25080,9676,534,32226,18847,43885,115426,27595,10193,12696,10195,29220,22894,3346,1126,43,170,229,427,26,947,974,918,229,60,67,10925,26496,46,14,1255,304,1609,80,39,45,58,1161,36,5883,118,5010,213,502,2308,179,384,163,400,199,3994,71,1965,596,37,47,205,392,159,2561,822,461,1284,1104,1077,21945,9352,4894,522,295,31737,36522,13182,6556,2767,12655,1978,914,59630,11575,825,2478,1945,2396,793,821,15554,10226,1276,6890,49038,2163,26544,1766,2746,17,24852,8668,20794,738,880,763,3093,4135,677,678,289,54,1337,2888,2280,1298,1155,129,517,603,859,1361,1,69,436,1081,8147,3344,33,105,1331,231,15367
04/06/2015 15:00,7108,11384,4118,1660,7690,520,8903,62944,4546,1152,35318,9199,56772,6984,1774,5922,3657,2243,48740,1473,1084,890,825,396,15102,14103,14657,7423,7301,3997,15648,1954,3490,39926,8549,31959,1441,38478,5908,1590,18532,1104,3875,18667,4561,17170,31716,6331,64410,19984,2915,17144,101,2517,1377,7438,3052,9880,511610,15788,32925,47703,33191,3240,25556,15692,29652,19690,32285,15310,71944,7854,8270,18487,26390,23377,16353,26315,37436,160,923,2371,667,161996,22003,2420,47480,42093,47986,60963,5412,9965,10436,29519,5263,243,121,117632,3779,1107,49275,48726,3649,11095,28193,3413,6498,1752,8771,6037,1372,349,712697,6712,709,18559,10242,10505,22254,14545,61889,16404,14918,3679,37779,9762,33974,20169,17788,16582,14587,59240,12311,7555,21968,11419,8704,15245,59427,15448,19044,24059,8963,536,32349,18075,40669,114340,27450,10098,12600,10079,28801,22683,3324,1125,51,172,231,461,27,955,965,926,226,60,69,11032,26752,50,14,1482,309,1639,81,39,45,59,1340,37,5938,125,5029,256,506,2177,180,406,167,404,201,4054,71,1981,601,37,48,217,396,160,2516,975,548,1280,1177,1138,22244,9030,4893,476,296,27209,36038,13196,6259,2794,12684,1811,746,55592,11580,755,2512,1555,1975,740,802,18255,8957,1187,6890,50350,2189,23655,1865,2784,16,23669,8702,19078,754,862,839,3098,4164,669,684,293,55,1365,2902,2264,1323,1177,130,521,614,878,1356,1,70,416,1069,8435,3350,34,104,1327,235,15291
